given,family,sequence,affiliation,DOI
Guangbao,Fang,first,"Huizhou University, China + Monash University, Melbourne, Australia",10.1177/21582440211026951
Philip Wing Keung,Chan,additional,"Monash University, Melbourne, Australia",10.1177/21582440211026951
Penelope,Kalogeropoulos,additional,"Monash University, Melbourne, Australia",10.1177/21582440211026951
Pei-Hsuan,Tsai,first,"National Penghu University of Science and Technology, Magong City, Penghu County",10.1177/21582440211067240
Chih-Jou,Chen,additional,"National Penghu University of Science and Technology, Magong City, Penghu County",10.1177/21582440211067240
Jia-Wei,Tang,additional,"National Penghu University of Science and Technology, Magong City, Penghu County",10.1177/21582440211067240
Emma,Turner,first,"Newcastle University, Tyne and Wear, UK",10.1177/21582440211050389
Emma,Aitken,additional,"NHS Greater Glasgow and Clyde, Glasgow, Lanarkshire, UK",10.1177/21582440211050389
Gareth,Richards,additional,"Newcastle University, Tyne and Wear, UK + University of Cambridge, Cambridgeshire, UK",10.1177/21582440211050389
Jong Ho,Lee,first,"Yonsei University, Seoul, Republic of Korea",10.1177/21582440211067237
Heejun,Park,additional,"Yonsei University, Seoul, Republic of Korea",10.1177/21582440211067237
Jasleen,Kaur,first,"Thapar Institute of Engineering & Technology, Patiala, India",10.1177/21582440211031873
Anupam,Sharma,additional,"Thapar Institute of Engineering & Technology, Patiala, India",10.1177/21582440211031873
Milan R.,Čavić,first,"University of Novi Sad, Republic of Serbia",10.1177/21582440211069147
Jelena D.,Stanisavljević,additional,"University of Belgrade, Republic of Serbia",10.1177/21582440211069147
Ivana Z.,Bogdanović,additional,"University of Novi Sad, Republic of Serbia",10.1177/21582440211069147
Sonja J.,Skuban,additional,"University of Novi Sad, Republic of Serbia",10.1177/21582440211069147
Milica V.,Pavkov-Hrvojević,additional,"University of Novi Sad, Republic of Serbia",10.1177/21582440211069147
Rong,Sheng,first,"Tongling University, Anhui, China",10.1177/21582440211068503
John,Buchanan,additional,"University of Technology Sydney, NSW, Australia",10.1177/21582440211068503
Do Giang,Nguyen,first,"International University, Vietnam National University-Ho Chi Minh City, Vietnam + Nguyen Tat Thanh University, Ho Chi Minh City, Vietnam",10.1177/21582440211069146
Minh-Tri,Ha,additional,"International University, Vietnam National University-Ho Chi Minh City, Vietnam",10.1177/21582440211069146
Zain ul Abedin,Janjua,first,"Universiti Tunku Abdul Rahman, Kampar, Malaysia",10.1177/21582440211007117
Gengeswari,Krishnapillai,additional,"Universiti Tunku Abdul Rahman, Kampar, Malaysia",10.1177/21582440211007117
Mobashar,Rahman,additional,"Universiti Tunku Abdul Rahman, Kampar, Malaysia",10.1177/21582440211007117
Könül,Karimova,first,"Doctoral School of Education, University of Szeged, Hungary",10.1177/21582440211018683
Benő,Csapó,additional,"Institute of Education, University of Szeged, Hungary + MTA-SZTE Research Group on the Development of Competencies, Hungary",10.1177/21582440211018683
Rafael,Saltos-Rivas,first,"Universidad Tecnica de Manabi, Portoviejo, Manabí, Ecuador",10.1177/21582440211068492
Pavel,Novoa-Hernández,additional,"Universidad Católica del Norte, Coquimbo, Chile",10.1177/21582440211068492
Rocío,Serrano Rodríguez,additional,"Universidad de Cordoba, Córdoba, Spain",10.1177/21582440211068492
Javier,Turienzo,first,"University of Vigo, Pontevedra, Spain",10.1177/21582440211069145
Pablo,Cabanelas,additional,"University of Vigo, Pontevedra, Spain",10.1177/21582440211069145
Jesús F.,Lampón,additional,"University of Vigo, Pontevedra, Spain",10.1177/21582440211069145
Phaninee,Naruetharadhol,first,"Khon Kaen University, Thailand",10.1177/21582440211029925
Chavis,Ketkaew,additional,"Khon Kaen University, Thailand",10.1177/21582440211029925
Niracha,Hongkanchanapong,additional,"Khon Kaen University, Thailand",10.1177/21582440211029925
Piranat,Thaniswannasri,additional,"Khon Kaen University, Thailand",10.1177/21582440211029925
Techin,Uengkusolmongkol,additional,"Khon Kaen University, Thailand",10.1177/21582440211029925
Sirapassorn,Prasomthong,additional,"Khon Kaen University, Thailand",10.1177/21582440211029925
Nathatenee,Gebsombut,additional,"Khon Kaen University, Thailand",10.1177/21582440211029925
Faisal,Abbas,first,"The University of Lahore, Pakistan",10.1177/2158244020979678
Omar,Masood,additional,"The University of Lahore, Pakistan",10.1177/2158244020979678
Shoaib,Ali,additional,"Air University, Islamabad, Pakistan",10.1177/2158244020979678
Sohail,Rizwan,additional,"University of Malaya, Kuala Lumpur, Malaysia",10.1177/2158244020979678
María Leonor,Conejeros-Solar,first,"Pontificia Universidad Católica de Valparaíso, Viña del Mar, Chile",10.1177/21582440211022234
María Paz,Gómez-Arizaga,additional,"Universidad de Los Andes, Santiago, Chile",10.1177/21582440211022234
Robin M.,Schader,additional,"Bridges 2e Center for Research and Professional Development, Studio City, CA, USA",10.1177/21582440211022234
Susan M.,Baum,additional,"Bridges 2e Center for Research and Professional Development, Studio City, CA, USA",10.1177/21582440211022234
Katia,Sandoval-Rodríguez,additional,"Pontificia Universidad Católica de Valparaíso, Viña del Mar, Chile",10.1177/21582440211022234
Sandra Catalán,Henríquez,additional,"Pontificia Universidad Católica de Valparaíso, Viña del Mar, Chile",10.1177/21582440211022234
Md Fouad,Bin Amin,first,"Department of Economics, King Saud University, Riyadh, Saudi Arabia",10.1177/21582440211071110
Mohd Ziaur,Rehman,additional,"Department of Finance, King Saud University, Riyadh, Saudi Arabia",10.1177/21582440211071110
Hui,Qian,first,"Zhejiang University City College, Hangzhou, China",10.1177/21582440211068517
Min,Ye,additional,"Zhejiang University, Hangzhou, China",10.1177/21582440211068517
Jingjiang,Liu,additional,"Zhejiang University, Hangzhou, China",10.1177/21582440211068517
Dongfeng,Gao,additional,"Ministry of Education of the People’s Republic of China, Beijing, China",10.1177/21582440211068517
Han Cheng,Chang,first,"School of Culture Tourism and Geography, Guangdong University of Finance and Economics, Guangzhou, P.R. China",10.1177/21582440211068515
Jin Feng,Uen,additional,"Institute of Business and Management, National Yang Ming Chiao Tung University, Taipei City, Taiwan",10.1177/21582440211068515
Yung-Lun,Liu,first,"Chienkuo Technology University, Changhua",10.1177/21582440211047559
Pen-Fa,Ko,additional,"Dayeh University, Changhua",10.1177/21582440211047559
Jui-Te,Chiang,additional,"Dayeh University, Changhua",10.1177/21582440211047559
Hui Shan,Lee,first,"Universiti Tunku Abdul Rahman, Selangor, Malaysia",10.1177/21582440211054486
Shyue Chuan,Chong,additional,"Tunku Abdul Rahman University College, Kuala Lumpur, Malaysia",10.1177/21582440211054486
Shen,Yap,additional,"Universiti Tunku Abdul Rahman, Selangor, Malaysia",10.1177/21582440211054486
Bik Kai,Sia,additional,"Universiti Tunku Abdul Rahman, Selangor, Malaysia",10.1177/21582440211054486
Ying Xi,Chen,additional,"Guangdong University of Finance, Guangzhou, China",10.1177/21582440211054486
Shu-Hui,Chao,first,Changhua Christian Hospital,10.1177/21582440211031899
Mu-Kuan,Chen,additional,Changhua Christian Hospital,10.1177/21582440211031899
Hsin-Hung,Wu,additional,"National Changhua University of Education + Asia University, Taichung City + State University of Malang, Indonesia",10.1177/21582440211031899
Kasım,Yılmaz,first,"Karabuk University, Turkey",10.1177/21582440221078316
Volkan,Temizkan,additional,"Karabuk University, Turkey",10.1177/21582440221078316
Innocent A.,Nwosu,first,"Alex Ekwueme Federal University Ndufu-Alike, Ebonyi State, Nigeria",10.1177/21582440221079818
Mary J.,Eteng,additional,"Alex Ekwueme Federal University Ndufu-Alike, Ebonyi State, Nigeria",10.1177/21582440221079818
Joseph,Ekpechu,additional,"Alex Ekwueme Federal University Ndufu-Alike, Ebonyi State, Nigeria",10.1177/21582440221079818
Macpherson U.,Nnam,additional,"Alex Ekwueme Federal University Ndufu-Alike, Ebonyi State, Nigeria",10.1177/21582440221079818
Jonathan A.,Ukah,additional,"Alex Ekwueme Federal University Ndufu-Alike, Ebonyi State, Nigeria",10.1177/21582440221079818
Emmanuel,Eyisi,additional,"Alex Ekwueme Federal University Ndufu-Alike, Ebonyi State, Nigeria",10.1177/21582440221079818
Emmanuel C.,Orakwe,additional,"Alex Ekwueme Federal University Ndufu-Alike, Ebonyi State, Nigeria",10.1177/21582440221079818
Shahid,Abrar-ul-Hassan,first,"Southeast University, Nanjing, Jiangsu, P.R. China + Yorkville University, New Westminster, British Columbia, Canada",10.1177/21582440211021842
Taharka,Adé,first,"San Diego State University, CA, USA",10.1177/21582440221079881
Laston Petro,Manja,first,"Department of Economics, University of Malawi, Zomba, Malawi",10.1177/21582440221081111
Isatou A.,Badjie,additional,"Gambia Bureau of Statistics, Serre Kunda, The Gambia",10.1177/21582440221081111
Karin,Martín-Bujack,first,"Universidad Pontificia Comillas, Madrid, Spain",10.1177/21582440211068491
Isabel,Figuerola-Ferretti,additional,"Universidad Pontificia Comillas, Madrid, Spain",10.1177/21582440211068491
Teresa,Corzo,additional,"Universidad Pontificia Comillas, Madrid, Spain",10.1177/21582440211068491
Ioannis,Paraskevopoulos,additional,"Universidad Pontificia Comillas, Madrid, Spain",10.1177/21582440211068491
Aftab,Hossain,first,"Daffodil International University, Dhaka, Bangladesh + Universiti Sains Malaysia, Pulau Pinang, Malaysia",10.1177/21582440211068497
Juliana Abdul,Wahab,additional,"Universiti Sains Malaysia, Pulau Pinang, Malaysia",10.1177/21582440211068497
Md. Saidur Rahman,Khan,additional,"Daffodil International University, Dhaka, Bangladesh",10.1177/21582440211068497
Abigail Gbemisola,Adeyonu,first,"Landmark University, Omu-Aran, Kwara State, Nigeria",10.1177/21582440211071076
John Chiwuzulum,Odozi,additional,"Ajayi Crowther University, Oyo, Nigeria",10.1177/21582440211071076
Karnsunaphat,Balthip,first,"Prince of Songkla University, Hat Yai, Songkhla, Thailand",10.1177/21582440211070791
Bunrome,Suwanphahu,additional,"Prince of Songkla University, Pattani, Thailand",10.1177/21582440211070791
Wilfred,McSherry,additional,"Staffordshire University, UK + VID Specialized University (Haraldsplass Campus), Bergen, Norway",10.1177/21582440211070791
Nenad,Koropanovski,first,"University of Criminal Investigation and Police Studies, Belgrade, Serbia",10.1177/21582440221079932
Filip,Kukić,additional,"Police Sports Education Center, Physical Fitness Assessment and Research, Abu Dhabi Police, Abu Dhabi, United Arab Emirates",10.1177/21582440221079932
Radivoje,Janković,additional,"University of Criminal Investigation and Police Studies, Belgrade, Serbia",10.1177/21582440221079932
Dag,Kolarević,additional,"University of Criminal Investigation and Police Studies, Belgrade, Serbia",10.1177/21582440221079932
Dane,Subošić,additional,"University of Criminal Investigation and Police Studies, Belgrade, Serbia",10.1177/21582440221079932
Robin M.,Orr,additional,"Bond University, Gold Coast, QLD, Australia + Tactical Research Unit, Bond University, Gold Coast, QLD, Australia",10.1177/21582440221079932
Fuli,Zhou,first,"Industry & Innovation Research Center, and Business Logistics Research Center of Yellow River Basin, College of Economics and Management, Zhengzhou University of Light Industry, Zhengzhou, China",10.1177/21582440221079903
Yandong,He,additional,"Shenzhen Zhongsheng Intelligent Technology Co., Ltd, Shenzhen, China",10.1177/21582440221079903
Felix T. S.,Chan,additional,"Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hung Hom, Hong Kong",10.1177/21582440221079903
Panpan,Ma,additional,"College of Computer and Communication Engineering, Zhengzhou University of Light Industry, Zhengzhou, China",10.1177/21582440221079903
Francesco,Schiavone,additional,"Department of Management Studies & Quantitative Methods, Parthenope University of Naples, Naples, Italy + Department of Strategy and Management, Paris School of Business, Paris, Île-de-France, France",10.1177/21582440221079903
Weihui,Mei,first,"College of Education, Zhejiang University, Hangzhou, China",10.1177/21582440211046586
Lorraine Pe,Symaco,additional,"College of Education, Zhejiang University, Hangzhou, China",10.1177/21582440211046586
Yue,Guiling,first,"Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia",10.1177/21582440221079898
Siti Aisyah,Panatik,additional,"Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia",10.1177/21582440221079898
Mohammad Saipol Mohd,Sukor,additional,"Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia",10.1177/21582440221079898
Noraini,Rusbadrol,additional,"Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia",10.1177/21582440221079898
Li,Cunlin,additional,"North Minzu University, Yinchuan, Ningxia, China",10.1177/21582440221079898
Peter U.,Heuschmann,first,"Charité—Universitätsmedizin Berlin, Germany + University of Würzburg, Germany",10.1177/2158244021989275
Sarah,Zweynert,additional,"Charité—Universitätsmedizin Berlin, Germany",10.1177/2158244021989275
Jan,Sobesky,additional,"Charité—Universitätsmedizin Berlin, Germany + Johanna Etienne Hospital, Neuss, Germany",10.1177/2158244021989275
Christian H.,Nolte,additional,"Charité—Universitätsmedizin Berlin, Germany",10.1177/2158244021989275
Heinrich J.,Audebert,additional,"Charité—Universitätsmedizin Berlin, Germany",10.1177/2158244021989275
Christiane,Hantke,additional,"Vivantes Klinikum Neukölln, Berlin, Germany",10.1177/2158244021989275
Hans-Christian,Koennecke,additional,"Vivantes Klinikum im Friedrichshain, Berlin, Germany",10.1177/2158244021989275
Marianne,Kalic,additional,"University of Münster, Germany",10.1177/2158244021989275
Klaus,Berger,additional,"University of Münster, Germany",10.1177/2158244021989275
Matthias,Endres,additional,"Charité—Universitätsmedizin Berlin, Germany",10.1177/2158244021989275
Tülin Otbiçer,Acar,first,Measurement and Evaluation Experts,10.1177/21582440221079911
Sylvester Ngome,Chisika,first,"University of Seoul, Dongdaemun-gu, Korea",10.1177/21582440211054490
Chunho,Yeom,additional,"University of Seoul, Dongdaemun-gu, Korea",10.1177/21582440211054490
Jaewon,Lee,first,"Inha University, Incheon, Republic of Korea",10.1177/21582440221079897
Jennifer,Allen,additional,"Michigan State University, East Lansing, USA",10.1177/21582440221079897
Hyejung,Lim,additional,"Korea University, Seoul, Republic of Korea",10.1177/21582440221079897
Gyuhyun,Choi,additional,"Dongduk Women’s University, Seoul, Republic of Korea",10.1177/21582440221079897
Doan Hieu,Phung,first,"UEH University, Ho Chi Minh City, Vietnam",10.1177/21582440221079934
Hung Tan,Ha,additional,"UEH University, Ho Chi Minh City, Vietnam",10.1177/21582440221079934
