given,family,sequence,affiliation,DOI
Nhlanhla,Dube,first,,10.20935/al1076
Gwilym,Lewis,first,,10.20935/al2058
Vincent,Moreau,first,CRS4,10.20935/al2366
Maria,Csernoch,first,,10.20935/al2295
Alireza,"Hejazi, PhD",first,Regent University,10.20935/al2250
Patrick Milabyo,Kyamusugulwa,first,Institut Superieur des Techniques Medicales de Bukavu,10.20935/al1730
Ibrahim,Kholil,additional,Sylhet Agricultural University,10.20935/al2167
Nguh,Fon,first,,10.20935/al2254
Saba Feroz,Qureshi,first,,10.20935/al2257
svetlana,stamenova,first,,10.20935/al2120
Liliana Verónica,Zertuche Pérez,first,,10.20935/al2266
Ruth,Dávila Figueroa,additional,,10.20935/al2266
Ania,Young,first,,10.20935/al2126
Karen,Mamo,first,,10.20935/al2667
Mahlaga,Molepo,additional,University of the Free State,10.20935/al1741
Hemamali,Tennakoon,first,,10.20935/al1965
Osama,Imam,first,,10.20935/al1784
Howard,Jacobs,first,,10.20935/al1269
Mahesh,Galappaththi,first,,10.20935/al1792
Nimesha,Patabendige,additional,,10.20935/al1792
Marjorie,Bonello,first,,10.20935/al2045
Dr David,Bradford,first,,10.20935/al1979
Carel W,le Roux,first,"Diabetes Complications Research Centre, University College Dublin, Ireland",10.20935/al2012
Heshma,Alruwaili,additional,"Diabetes Complications Research Centre, University College Dublin, Ireland",10.20935/al2012
Dmitry,Zhukov,first,Pavlov Institute of Physiology,10.20935/al1919
Ekaterina,Berezina,additional,,10.20935/al1919
Ekaterina,Vinogradova,additional,,10.20935/al1919
Gandong,Cai,first,,10.20935/al2098
Eko,Prastyo,first,,10.20935/al1772
Jerry Chati,Tasantab,first,,10.20935/al2244
Elias Alfama,Moniz,first,,10.20935/al2771
Stephen,Leach,first,,10.20935/al2549
Zahra Xald,Hasan,first,Salahaddin University,10.20935/al2215
Sherwan T.,Ahmed,additional,,10.20935/al2215
Andrew,Fuyarchuk,first,Presented at American Philosophical Association Conference,10.20935/al2089
DANIEL MASUMBA,WALYEMERA,first,"Lecturer, Cavendish University, Uganda.",10.20935/al2343
Amelita,Tupaz,first,,10.20935/al2203
Jeffrey,Spring,first,,10.20935/al2122
Stephen,Sakellarios,first,,10.20935/al2794
Leonila,Guglya,first,"PhD, SJD, Lawyer at SwissLegal Rouller et Associés (Geneva)",10.20935/al2299
ZEYNEP,KURT YILDIZ,first,,10.20935/al2382
Ibrar,Ullah,first,,10.20935/al2003
Saleem,Ullah,additional,,10.20935/al2003
Habib,Ullah,additional,,10.20935/al2003
Ali,Asadpour,first,"Assistant professor, Interior Architecture Department, Shiraz University of Arts, Shiraz, Iran",10.20935/al2085
Armstrong,Omoregie,first,"Department of Water and Environmental Engineering, School of Civil Engineering, Faculty of Engineering, Universiti Teknologi Malaysia, 81310 Skudai, Johor, Malaysia",10.20935/al3130
Muhammad Khusairy,Bakri,additional,"Faculty of Engineering, Universiti Malaysia Sarawak, Jalan Datuk Muhammad Musa, 94300, Kota Samarahan, Sarawak, Malaysia",10.20935/al3130
Md. Rezaur,Rahman,additional,"Faculty of Engineering, Universiti Malaysia Sarawak, Jalan Datuk Muhammad Musa, 94300, Kota Samarahan, Sarawak, Malaysia",10.20935/al3130
Jackson,Reinhardt,first,,10.20935/al3103
Mick,La Lopa,first,Purdue University,10.20935/al2528
john,mbaka,first,,10.20935/al1895
Zulva Sasti,Alysa,first,,10.20935/al2139
André,Bueno,first,State University of Rio de Janeiro,10.20935/al2565
Federico,Reggio,first,University of Padova,10.20935/al2660
Henrik Malm,Lindberg,first,The Migration Studies Delegation,10.20935/al3055
Sonia,Feder-Lewis,first,Saint Mary's University of Minnesota,10.20935/al3068
Lis,Regula,first,University of Dayton,10.20935/al2940
Rishvanth Reddy,Mucheli,first,,10.20935/al3149
Ravindra,Ranasinha,first,"Research Centre for Dramatherapy, Sri Lanka",10.20935/al3047
Rasha,Saeed Badurais,first,Hadramout University,10.20935/al2824
Zaynab,El Bernoussi,first,International University of Rabat,10.20935/al2559
César,Jumpa Sánchez,first,Université Paris Nanterre,10.20935/al2318
Dr.Cajetan,Coelho,first,"Anthropology, KU Leuven",10.20935/al3094
Uthra,Jeyakumar,first,,10.20935/al2886
Henrique,Zanin,first,,10.20935/al2721
Michael,Schmitz,first,University of Vienna,10.20935/al3239
David,Ekdahl,first,,10.20935/al1487
Sankar,Padmanabhan,first,"Hindustan Institute of Technology and Science, Padur, Kelambakkam, Chennai-603103",10.20935/al2922
Venkat,Subramanyam,additional,,10.20935/al2922
Mich,Page,first,,10.20935/al2694
Wilfried,Bolewski,additional,,10.20935/al3390
Rima,Charbaji El-Kassem,first,,10.20935/al2616
Noora,Lari,additional,,10.20935/al2616
Maryam F.,Al-Thani,additional,,10.20935/al2616
Buthaina,Al-Khelaifi,additional,,10.20935/al2616
Joel H.,Posner,first,,10.20935/al3368
Pathirage Kamal,Perera,first,"University of Colombo, Sri Lanka",10.20935/al3484
Adrian Cuda Banda,Meedeniya,additional,"Griffith Health, Griffith University Brisbane, Australia",10.20935/al3484
Maria Rosário,Bastos,first,Universidade Aberta (Portugal),10.20935/al3436
Olegário Nelson Azevedo,Pereira,additional,FCT - Mare Universidade Nova de Lisboa (Portugal),10.20935/al3436
João Alveirinho,Dias,additional,Universidade do Algarve (Portugal),10.20935/al3436
Laban,Simbeye,first,,10.20935/al2463
Lukman,Olorogun,additional,Istanbul Gelisim University,10.20935/al2051
Abo Alheni,A.K.,first,,10.20935/al2055
Meric,Calisan,first,Codarts,10.20935/al2265
Joryn,Ramo,first,Cebu Bradford School Inc.,10.20935/al2865
Rebanta,Gupta,first,,10.20935/al2989
Ivan,Medina-Porqueres,first,"Department of Physical Therapy, Faculty of Health Sciences, University of Malaga, Malaga, Spain. Medical Services, Malaga Football Club, Malaga, Spain",10.20935/al2625
Marcus,Treamer,additional,"MarcusTreamer SL, Hong Kong, China",10.20935/al2625
Daniel C,Rosado-Velazquez,additional,"Medical Services, Malaga Football Club, Malaga, Spain",10.20935/al2625
Diego S,Cano-Porqueres,additional,"Melisofi SL, Santa Cruz de Tenerife, Spain",10.20935/al2625
Dr. Amarender,Reddy,first,"ICAR-Central Research Institute for Dryland Agriculture, Hyderabad, India",10.20935/al2406
Cornelius,Grove,first,independent scholar,10.20935/al2429
Binitah,Bosibori,first,,10.20935/al2312
Moses,Otieno,additional,,10.20935/al2312
Anita,Bans-Akutey,first,"School of Business and Communication, BlueCrest University College, Ghana.",10.20935/al2061
Benjamin Makimilua,Tiimub,additional,"Department of Environmental Engineering, College of Environmental and Resource Sciences, 310058, Zhejiang University, Hangzou, China.",10.20935/al2061
Md. Mahbubul,Alam,first,"Lecturer in English, Bangladesh Cadet Colleges",10.20935/al2434
nandan,bhattacharya,first,Jadavpur University,10.20935/al2041
John P.,Delano-Frier,first,,10.20935/al2417
Claudia,Portillo-Nava,additional,,10.20935/al2417
WNW,Husin,first,"Department of Strategic Studies, National Defence University of Malaysia, Sungai Besi Camp Kuala Lumpur, Malaysia",10.20935/al3026
Arnob,Roy,first,,10.20935/al2270
Damilola,Akinyemi,first,"University of Ibadan, Ibadan, Nigeria",10.20935/al1755
Olufade,Onifade,additional,"University of Ibadan, Ibadan, Nigeria",10.20935/al1755
Gabriela,Sarmet,first,,10.20935/al2606
Sierra,Wollen,first,University of Washington School of Social Work,10.20935/al220
Angelique,Day,additional,University of Washington School of Social Work,10.20935/al220
PROF. DR. ABDUL,ROB,first,"Metropolitan University, Sylhet, Bangladesh",10.20935/al2087
ABDUL,HOQUE,additional,,10.20935/al2087
ASM IFTEKHAR,UDDIN,additional,,10.20935/al2087
MIAH  MD,ASADUZZAMAN,additional,,10.20935/al2087
AHSAN,HABIB,additional,,10.20935/al2087
TAHMID ABDULLAH,CHOWDHURY,additional,,10.20935/al2087
MMK,Toufique,first,,10.20935/al2489
Pradeep Kumar,Gupta,first,Gautam Buddha University,10.20935/al2054
J.,Hemarajarajeswari,additional,,10.20935/al2054
Basappa B.,Kodada,first,AJIET Mangalore Visvesvaraya Technological University,10.20935/al2009
Demian Antony,D'Mello,additional,Canara Engineering College Mangalore,10.20935/al2009
Helder Lima,Gusso,first,Federal University of Santa Catarina,10.20935/al2004
João Henrique,Schuster,additional,,10.20935/al2004
Quele,de Souza Gomes,additional,,10.20935/al2004
Raju,Bhardwaj,first,"Agriculture University, Jodhpur, India",10.20935/al2460
Aabha,Parashar,additional,"Agriculture University, Jodhpur, India",10.20935/al2460
Latika,Vyas,additional,"MPUAT Udaipur, India",10.20935/al2460
Petra,Bakewell-Stone,first,,10.20935/al2775
Vladimir,Popov,first,CEMI Russian Academy of Sciences,10.20935/al2306
Rashi,Rohatgi,first,,10.20935/al2798
Peter,Serdyukov,first,,10.20935/al2601
GIANLUCA,VITAGLIANO,first,,10.20935/al349
Shahar,Dotan,first,,10.20935/al898
Tami,Katzir,additional,,10.20935/al898
Orly,Lipka,additional,,10.20935/al898
Shelley,Shaul,additional,,10.20935/al898
Richard,Aronowitz,first,,10.20935/al735
Beverley,Patwell,additional,,10.20935/al480
Samir,Patel,first,,10.20935/al996
Andrew,Gable,additional,,10.20935/al996
Edwin,Kropp,additional,,10.20935/al996
Lorenzo,Mucchi,first,,10.20935/al537
Stefano,Caputo,additional,,10.20935/al537
Lorenzo,Biotti,additional,,10.20935/al537
Giacomo,Borghini,additional,,10.20935/al537
Md. Sohel,Rana,first,"Urban and Rural Planning Discipline, Khulna University, Khulna - 9208",10.20935/al1224
Sk. Nafiz,Rahaman,additional,"Urban and Rural Planning Discipline, Khulna University, Khulna - 9208",10.20935/al1224
Md. Rimu,Mia,additional,"Urban and Rural Planning Discipline, Khulna University, Khulna - 9208",10.20935/al1224
Ferdous,Hussain,additional,"Urban and Rural Planning Discipline, Khulna University, Khulna - 9208",10.20935/al1224
Hriday,Molla,additional,"Urban and Rural Planning Discipline, Khulna University, Khulna - 9208",10.20935/al1224
Mst. Umme Hani,Mousumi,additional,"Department of Economic, National University, Bangladesh",10.20935/al1224
adrian,sfarti,first,,10.20935/al1001
Frederick,Fabella,additional,,10.20935/al163
Selena,Madden,first,,10.20935/al1164
Volkan,Göçoğlu,first,,10.20935/al1002
David,Womack,first,University of the South Pacific,10.20935/al305
Batya,Weinbaum,first,American Public University System (APUS),10.20935/al235
Massimo,Canevacci,first,University of Rome La Sapienza,10.20935/al1264
Nasrin,Pervin,first,,10.20935/al1556
ASEEL,HATIF,first,AL-Mustansiriyah University,10.20935/al250
Salvatore,Pulcrano,first,"Institute of Genetics and Biophysics, CNR, Naples, Italy",10.20935/al4185
Umberto,di Porzio,additional,"Institute of Genetics and Biophysics, CNR, Naples, Italy",10.20935/al4185
Hm Izhar,Alam,first,"Department of Political Science, Aligarh Muslim University, Aligarh, India",10.20935/al4092
Victor,Beker,first,University of Belgrano and University of Buenos Aires,10.20935/al3956
Annie,Selden,first,New Mexico State University,10.20935/al4103
John,Selden,additional,,10.20935/al4103
Katya Sibele,Stübing,first,"Eating Disorders Division, Department and Institute of Psychiatry, University of São Paulo (São Paulo, Brazil)",10.20935/al4247
Tamara Anne,Russell,additional,"Neuroimaging Department Institute of Psychiatry, Psychology and Neuroscience, King’s College London (London, UK)",10.20935/al4247
Taki Athanassios,Cordás,additional,"Coordinator of the Eating Disorders Program AMBILUM, Institute of Psychiatry, University of São Paulo (São Paulo, Brazil)",10.20935/al4247
Francisco Lotufo,Neto,additional,"Associate Professor, Department and Institute of Psychiatry, University of São Paulo (São Paulo, Brazil)",10.20935/al4247
Dimitrios,Pallis,first,,10.20935/al4344
Ben,Duke,first,Keele University,10.20935/al4522
Amanda,Kluveld,first,Maastricht University,10.20935/al4538
Per,Dahl,first,University of Stavanger,10.20935/al4405
Merga,Boru,first,Assosa Agricultural Research Center,10.20935/al4175
Megarsa,Mengasha,additional,Assosa Agricultural Research Center,10.20935/al4175
Adisie,Dinberu,additional,Assosa Agricultural Research Center,10.20935/al4175
Ahmed,AL Zaidy,additional,,10.20935/al4884
Piotr,Chybalski,additional,,10.20935/al654
Dr. Shaibu Baanni,Azumah,first,"DAAD climapAfrica Postdoc fellow. University for Development Studies, Tamale, Ghana",10.20935/al3267
Gilbert,Dagunga,additional,St. Johns Bosco's College of Education. Navrongo. Ghana,10.20935/al3267
Abraham,Zakaria,additional,"University for Development Studies. Tamale, Ghana",10.20935/al3267
Nathaniel A.,Boateng,additional,"Solidaridad. Accra, Ghana",10.20935/al3267
Kwadwo B.,Mensah,additional,"Solidaridad. Accra, Ghana",10.20935/al3267
Sydney,Engelberg,first,Hebrew University of Jerusalem,10.20935/al324
Mahamad Sayab,Miya,first,,10.20935/al967
Sarah,Mayott,first,Capella University,10.20935/al1006
Bakr,Ahmed,first,,10.20935/al1731
Prem,Kumar,first,,10.20935/al1670
Paula Marielle,Ababao,first,,10.20935/al1866
Peter Anto,Johnson,first,,10.20935/al1750
Dr. Ajit,Mondal,first,West Bengal State University,10.20935/al3308
Anna,Panizzoli,first,,10.20935/al2236
Jovana,Bogicevic,first,,10.20935/al2590
James,Fischer,additional,,10.20935/al379
Julia,Meyer Gross,first,,10.20935/al2115
Adis,Kovačević,first,,10.20935/al2308
Ayako,Shibutani,first,"Historiographical Institute, the University of Tokyo, Japan",10.20935/al4628
Leila,Salimova,additional,University of Warsaw (Poland),10.20935/al4640
Jake,Pointer,first,Newcastle University,10.20935/al4639
Kshitish,Acharya,first,"Institute of Bioinformatics and Applied Biotechnology (IBAB), Electronic City, Phase I, Bengaluru (www.ibab.ac.in)",10.20935/al4672
Julia,Richardson,first,"University of California, Los Angeles",10.20935/al4742
Jaya,D.S,first,"Dept. of Environmental Sciences, University of Kerala",10.20935/al4711
Athira,N.,additional,University of Kerala,10.20935/al4711
Hassan,Heshmati,first,"Endocrinology Metabolism Consulting, LLC, Anthem, AZ, USA",10.20935/al3470
Daniel,Lee,first,University of Tasmania,10.20935/al3056
Gabriel,"Telleria, Ph.D.",first,,10.20935/al4223
Paula,Walshe,first,"Institute of Technology, Carlow",10.20935/al4365
Vishal,Rameshbabu,additional,University of Huntsville in Alabama,10.20935/al4542
David,Eitam,first,Independent Researcher,10.20935/al4486
Achille,Damasco,first,"University of Naples ""Federico II"" / Università di Napoli Federico II",10.20935/al3255
Bin,Li,first,"Independent Researcher, a Visiting Scholar of Unversity of North Carolina at Chapel Hill",10.20935/al4579
José Guilherme,Chaui-Berlinck,first,Universidade de São Paulo,10.20935/al3598
Vitor,Rodrigues da Silva,additional,Universidade de São Paulo,10.20935/al3598
Pir,Bux,additional,"Peoples University of Medical and Health Sciences, Nawabshah, Shaheed Benazirabad",10.20935/al2912
Musrat,Fatima,additional,"Peoples School of Nursing, Liaqat University of Medical and Health Sciences, Jamshoro",10.20935/al2912
Ghulam,Panhwar,additional,"Benazir College of Nursing, Shaheed Muhtarma Benazir Bhutto Medical University Larkana",10.20935/al2912
Ranajit,Pal,additional,"Life Member, Bhandarkar Oriental Research Institute, Pune, India",10.20935/al1260
Norris M.,Haynes,additional,Southern Connecticut State University,10.20935/al3618
Cherron,Blakely,additional,University of Maryland Global Campus (Formerly UMUC),10.20935/al4565
Smruti,Bulsari,first,University of Essex,10.20935/al4535
Kiran,Pandya,additional,Drs Kiran and Pallavi Patel Global University,10.20935/al4535
Yogesh,Vansiya,additional,"Veer Narmad South Gujarat University, Surat",10.20935/al4535
Andi,Pambudi,first,"National Development Planning Agency (Bappenas), Indonesia",10.20935/al3225
Samuel Maireg,Biresaw,first,"LLB, LLM in Business Law, LLM in International Commercial and Business Law (University of East Anglia, UK), Lecturer in Business and Corporate Laws",10.20935/al3601
Enrico,Canuto,first,"Politecnico di Torino, Italy",10.20935/al3643
Daniele,Mazza,additional,"Politecnico di Torino, Italy",10.20935/al3643
Murat,HATİPOĞLU,first,"Dokuz Eylül University, İMYO İzmir/TURKEY",10.20935/al4085
Evrim,ÇOBAN,additional,"Muğla Sıtkı Koçman University, MSKMYO Muğla/TURKEY",10.20935/al4085
Malick M.,Jallow,first,Nanjing University of Science and Technology: Bachelor of Economics,10.20935/al4195
Elena S.,Danielson,additional,Stanford University,10.20935/al4371
Eduardo,González-Mora,first,Universidad Autónoma del Estado de México,10.20935/al3184
Brigette,Oakes,additional,,10.20935/al3542
Realito Adamugy Ussene,Momade,additional,Lúrio University- Faculty Of Social and Human Sciences,10.20935/al3329
Aldo Onel,Oliva González,first,Grupo ITEICO Euroamericano / UDCI,10.20935/al3386
David,Mascareño Jiménez,additional,GEOCIM,10.20935/al3386
Romel Jesús,Gallardo Amaya,additional,UFPSO,10.20935/al3386
Marco Antonio,Berumen Rodríguez,additional,GEOSERVICIOS,10.20935/al3386
Marco,Bevolo,first,,10.20935/al3828
Heather,Huntington,additional,"Teachers College, Columbia University and Nassau Community College",10.20935/al3773
Ferruccio,Orecchia,first,"Dipartimento di Matematica e Applicazioni R. Caccioppoli, Università di Napoli Federico II, Italy",10.20935/al4717
Isabella,Ramella,additional,"Dipartimento di Matematica e Applicazioni R. Caccioppoli, Università di Napoli Federico II, Italy",10.20935/al4717
Anthony Elisha,Anowu,first,,10.20935/al2676
José María,Murcia Lora,first,"MD, OB-GYN, PhD",10.20935/al4451
Satish,Jankie,first,"School of Pharmacy, The University of the West Indies",10.20935/al3582
Arlene,Villarroel Stuart,additional,"School of Pharmacy, The University of the West Indies",10.20935/al3582
Saeed,Mohammed,additional,"Department of Clinical Medical Sciences, The University of the West Indies",10.20935/al3582
Keshav,Sewdass,additional,"School of Pharmacy, The University of the West Indies",10.20935/al3582
Lexley,Pinto Pereira,additional,"Department of Paraclinical Sciences, The University of the West Indies",10.20935/al3582
James E.,"Willis, III, Ph.D.",first,University of Indianapolis,10.20935/al4632
Viktoria A.,"Strunk, Ed.D.",additional,Indiana Department of Child Services,10.20935/al4632
Dubale,Gebeyehu,first,Hawassa University,10.20935/al4529
Michael,Depear,first,University of the People,10.20935/al3696
Katy C.,Humberstone,first,University of Exeter,10.20935/al4031
Lucas,Ribeiro Vollet,additional,UFSC,10.20935/al3988
Samuel Maireg,Biresaw*,first,"LLB, LLM in Business Law, LLM in International Commercial and Business Law (University of East Anglia, UK), Lecturer in Business and Corporate Law Debre Tabor University School of Law",10.20935/al3654
Alberto,Moscona-Nissan,first,"Universidad Panamericana, School of Medicine",10.20935/al2657
Alec,Seidman-Sorsby,additional,"Universidad Panamericana, School of Medicine",10.20935/al2657
Andressa,Uzeda-Cortezia,additional,"Universidad Panamericana, School of Medicine",10.20935/al2657
Beatrice,Puliti,additional,"Universidad Panamericana, School of Medicine",10.20935/al2657
Alessia,Corami,first,MIUR,10.20935/al2677
Asnakech,Demissie (PhD),additional,"Jimma University, Ethiopia",10.20935/al3739
Vishweshwar,Kallimani,first,"Former Director, Nottingham University Malaysia | DYP College of Engineering, Kolhapur",10.20935/al1997
Gautam,Kallimani,additional,,10.20935/al1997
Mark,McMenamin,first,Mount Holyoke College,10.20935/al3658
Michaela,Beran Sládkayová,first,"Matej Bel University, Banska Bystrica",10.20935/al3788
Jerónimo,Vida Manzano,first,University of Granada,10.20935/al3940
Saswat,Bandyopadhyay,additional,,10.20935/al4056
István,Kovács,additional,University of Public Service,10.20935/al3804
José María,Murcia Lora,first,"MD, OB-GYN, PhD",10.20935/al3980
Ifeanyi,Nwokoro,first,Alex Ekwueme Federal University Ndufu-Alike Ikwo,10.20935/al3853
Obikwelu,Okonkwo (Prof),additional,Alex Ekwueme Federal University Ndufu-Alike Ikwo,10.20935/al3853
Rita Uzoma,Alo (Dr),additional,Alex Ekwueme Federal University Ndufu-Alike Ikwo,10.20935/al3853
Augustina Nebechi,Nwatu,additional,Alex Ekwueme Federal University Ndufu-Alike Ikwo,10.20935/al3853
Linton,Arneaud,first,"Trinbago Eco-environment Consulting (TEeC), St. Augustine, Trinidad and Tobago, West Indies",10.20935/al3745
Luciano,Nunziante,first,"Full Professor of Structural Mechanics on leave. University of Naples Federico II. Naples, Italy",10.20935/al1854
Marcel,Sa'id,first,University of Antwerp,10.20935/al3806
Miklós,Banai,first,,10.20935/al3133
Jesse,Pyles,first,Florida State University,10.20935/al4257
Jingjing,Tong,first,,10.20935/al3784
Richard,Stalter,additional,,10.20935/al3784
Rosivel,Galvez,additional,,10.20935/al3784
Clara Maria Gracia L.,Gata,additional,,10.20935/al3784
Najaatu,Bala Rabiu,additional,Bayero University Kano Nigeria,10.20935/al3999
Michael G.,"Bricker MS, NCAC-2, LPC",additional,The STEMSS Training Institute,10.20935/al4070
Abdelaziz,Ramadan,first,King Khalid University,10.20935/al3893
Wade,Cleveland,first,Drexel University,10.20935/al4291
James Francis,Lepree,additional,City College of New York - Department of History | Adjunct Assistant Professor,10.20935/al4493
Kristina-Katharina,Schmuck,first,Heinrich Heine University Düsseldorf,10.20935/al4233
Adewuyi,Ayodeji,first,"Schools and Colleges Division, Kwara State Teaching Service Commission, Ilorin, Nigeria",10.20935/al4050
Justice,Ujoumunna,first,University of Liverpool,10.20935/al4112
Kyle,Serrott,additional,Washington State University,10.20935/al4179
David,Barrett,first,University of South Wales,10.20935/al4201
Han,Geurdes,first,GDS appl math BV Den Haag Netherlands,10.20935/al1765
Marco,"Bevolo, Ph.D.",additional,,10.20935/al3935
José Manuel,Susperregui Echeveste,first,,10.20935/al4578
Steve,Anderson,first,,10.20935/al4441
R J,Rao,first,"Barkatullah University, Bhopal, MP, India",10.20935/al4609
Dadan,Sumardani,first,"Teachers College, National Chiayi University, Taiwan",10.20935/al4137
David,Stevenson,first,Carlton le Willows Academy,10.20935/al2503
John Christy,Johnson,first,,10.20935/al3569
Cynthia,Xu,additional,,10.20935/al3569
Peter Anto,Johnson,additional,,10.20935/al3569
Angela,Kazmierczak,additional,,10.20935/al3569
Austin,Mardon,additional,,10.20935/al3569
Barry W.,Poulson,first,University of Colorado Boulder,10.20935/al3989
Cecilia,Mónaco,first,"Centro de Investigaciones en Fitopatologia (CIDEFI). Facultad de Ciencias Agr. Y Ftales. UNLP.  La Plata. (Buenos Aires, Argentina)",10.20935/al4342
Susan,Boyer,additional,Vermont Nurses in Partnership,10.20935/al4425
Albrecht,Classen,first,University of Arizona,10.20935/al4447
Alireza,Hejazi,first,,10.20935/al4516
Jelena,Jokic-Bornstein,first,University of Vienna,10.20935/al4465
BIMALA,BASNET,additional,"Tribhuwan University, Nepal",10.20935/al4391
Constance C.,Ezemba,first,"Department of Microbiology, Chukwuemeka Odumegwu Ojukwu University Uli, Anambra State",10.20935/al4160
O.J.,Osuala,additional,"Department of Pharmaceutical Microbiology and Biotechnology, Madonna University Elele, Rivers State",10.20935/al4160
A.S.,Ezemba,additional,"Department of Microbiology and Brewing, Nnamdi Azikiwe Unversity Awka, Anambra State",10.20935/al4160
Lekelia Danielle,Jenkins,first,Arizona State University,10.20935/al4495
Adam A.,Kowalski,additional,University of Washington,10.20935/al4495
John,Tomkinson,first,,10.20935/al3077
Bart,Nooteboom,first,Tilburg University,10.20935/al3394
Eric,Crevels,additional,Delft University of Technology,10.20935/al4289
Elsayed E.,Elowni,first,"Department of Parasitology, Faculty of Veterinary Medicine, University of Khartoum, Khartoum, Sudan",10.20935/al4776
Siddhant,..,additional,"Former Assistant Professor, Department of Botany, Durgesh Nandini Degree College, Ayodhya, (U.P.), India",10.20935/al4114
Shalini,Mishra,additional,"UG Student, SPSP PG College, Ayodhyadham, (U.P.), India",10.20935/al4114
Ulrich Joel Felicien,Bilounga,first,"Institute of Fisheries and Aquatic Science, University of Douala; Specialized Research Station on Marine Ecosystems of Kribi",10.20935/al1482
Fils Mamert,Onana,additional,"Institute of Fisheries and Aquatic Science , University of Douala",10.20935/al1482
Thomas,Efole E.,additional,"Institute of Fisheries and Aquatic Science, University of Douala",10.20935/al1482
Cherelle Jackson,Lagipoiva,additional,National University of Samoa,10.20935/al4735
Nick,Chown,first,Independent Scholar,10.20935/al4751
Shona,Murphy,additional,Independent scholar,10.20935/al4751
Farida,Bouattoura,first,,10.20935/al4789
Akila,Bouacha,additional,,10.20935/al4789
Nirav,Shedge,first,"D.G. Ruparel College, Mumbai",10.20935/al4862
Joern,Stoevring,additional,Roskilde University,10.20935/al4667
Dominique,Persoons,additional,,10.20935/al4531
Anthony Great,Ossai,first,"University of Delta, Agbor",10.20935/al4839
Shriyanshi,Shukla,first,"The English and Foreign Languages University, Hyderabad",10.20935/al4099
Hayatudeen,Muhammad,additional,"University of Ibadan, Oyo State, Nigeria",10.20935/al4668
Dickson,Adom,first,Kwame Nkrumah University of Science and Technology,10.20935/al4678
Jephtar,Adu Mensah,additional,University of Cape Coast,10.20935/al4678
Henry,Kiiza,first,"Mulago Specialised Women and Neonatal Hospital, Kampala; MPH - Makerere University School of Public Health, Uganda",10.20935/al3729
Imelda,Namagembe,additional,Mulago Specialised Women and Neonatal Hospital,10.20935/al3729
Suzanne,Kiwanuka,additional,Makerere School of Public Health,10.20935/al3729
Téa,Nicolae,first,Lancaster University,10.20935/al3814
Kofi,Agyekum,first,"Department of Construction Technology and Management, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana",10.20935/al4796
Samuel Fiifi,Hammond,additional,"PhD Student, School of Architecture and Built Environment, The University of Newcastle, Callaghan, Australia",10.20935/al4796
Rafael Antonio,Rodrigues,first,"Current PhD student in Humanities in the research line of Cultural Studies and Postcolonial Criticism at the Autonomous Metropolitan University, Xochimilco unit (UAM-X/Mexico)",10.20935/al4863
Larissa,Shmailo,first,Barnard College,10.20935/al3959
Giuseppe,Greco,first,,10.20935/al4216
Jerzy,Menkes,first,Warsaw School of Economics,10.20935/al4149
Úrsula,Souza,additional,Universidade do Vale do Itajaí - Univali,10.20935/al4068
Minenhle,Khumalo,additional,Durban University of Technology,10.20935/al4080
Norman,Pinduka,additional,Africa University,10.20935/al4164
Anant,Raj,first,,10.20935/al4602
Alison,Gil Campa,additional,Universidad Nacional de Educación a Distancia (UNED),10.20935/al4153
Olufemi Adebayo,OLADIPO,first,"Department of Accounting, Landmark University, Omu-Aran, Kwara State, Nigeria",10.20935/al4698
Joseph Olufemi,OGUNJOBI,additional,"Department of Economics, Landmark University, Omu-Aran, Kwara State, Nigeria",10.20935/al4698
Damilola Felix,ELUYELA,additional,"Department of Accounting, Landmark University, Omu-Aran, Kwara State, Nigeria",10.20935/al4698
A Amarender,Reddy,first,ICAR-Central Research Institute for Dryland Agriculture,10.20935/al1138
Alejandro,Coronel,first,Grupo Independiente y de Investigación MEL (GI-MEL),10.20935/al1615
Bernardo,Zamichiei,additional,Grupo Independiente y de Investigación MEL (GI-MEL),10.20935/al1615
Bautista,Gutiérrez Guerra,additional,Grupo Independiente y de Investigación MEL (GI-MEL),10.20935/al1615
Gaurang,Rami,first,,10.20935/al2241
Atifa,Naaz,first,,10.20935/al2399
Fabiano Araújo,Cunha,first,,10.20935/al2035
Lucas Peixoto,Moura,additional,,10.20935/al2035
Lorenza Carvalhaes,Machado de Souza,additional,,10.20935/al2035
Rafael Paschoal,Esteves Lima,additional,,10.20935/al2035
Patricia J.F.,Rosof,first,,10.20935/al1512
Raj Kishor,Singh,first,Tribhuvan University,10.20935/al2057
Srinivas,K J,first,Research Scholar,10.20935/al2298
Sai Giridhar,B,additional,Professor,10.20935/al2298
Raees,Baig,first,,10.20935/al2495
Stephanie,Kwok,additional,,10.20935/al2495
Khalimdjon,Gafurov,first,,10.20935/al2321
Dionysios,Trikoilis,first,"School of Education, University of Nicosia",10.20935/al1732
Richard,Kagan,first,,10.20935/al1948
Bruna,Campos Paula,first,Ethology and Bioacoustics Lab,10.20935/al1720
Patrícia,Monticelli,additional,Ethology and Bioacoustics Lab,10.20935/al1720
faeq,Sadkhan,first,,10.20935/al2268
Giancarlo,Boeri,first,,10.20935/al1942
Candice Faye Kristen,Lleses,first,,10.20935/al1762
Hrvoje,Belani,first,,10.20935/al2191
